grantee,routine_schema,routine_name,privilege_type
authenticated,public,gbt_float8_compress,EXECUTE
postgres,public,gbt_float8_compress,EXECUTE
service_role,public,gbt_float8_compress,EXECUTE
PUBLIC,public,gbt_float8_consistent,EXECUTE
anon,public,gbt_float8_consistent,EXECUTE
authenticated,public,gbt_float8_consistent,EXECUTE
postgres,public,gbt_float8_consistent,EXECUTE
service_role,public,gbt_float8_consistent,EXECUTE
PUBLIC,public,gbt_float8_distance,EXECUTE
anon,public,gbt_float8_distance,EXECUTE
authenticated,public,gbt_float8_distance,EXECUTE
postgres,public,gbt_float8_distance,EXECUTE
service_role,public,gbt_float8_distance,EXECUTE
PUBLIC,public,gbt_float8_fetch,EXECUTE
anon,public,gbt_float8_fetch,EXECUTE
authenticated,public,gbt_float8_fetch,EXECUTE
postgres,public,gbt_float8_fetch,EXECUTE
service_role,public,gbt_float8_fetch,EXECUTE
PUBLIC,public,gbt_float8_penalty,EXECUTE
anon,public,gbt_float8_penalty,EXECUTE
authenticated,public,gbt_float8_penalty,EXECUTE
postgres,public,gbt_float8_penalty,EXECUTE
service_role,public,gbt_float8_penalty,EXECUTE
PUBLIC,public,gbt_float8_picksplit,EXECUTE
anon,public,gbt_float8_picksplit,EXECUTE
authenticated,public,gbt_float8_picksplit,EXECUTE
postgres,public,gbt_float8_picksplit,EXECUTE
service_role,public,gbt_float8_picksplit,EXECUTE
PUBLIC,public,gbt_float8_same,EXECUTE
anon,public,gbt_float8_same,EXECUTE
authenticated,public,gbt_float8_same,EXECUTE
postgres,public,gbt_float8_same,EXECUTE
service_role,public,gbt_float8_same,EXECUTE
PUBLIC,public,gbt_float8_union,EXECUTE
anon,public,gbt_float8_union,EXECUTE
authenticated,public,gbt_float8_union,EXECUTE
postgres,public,gbt_float8_union,EXECUTE
service_role,public,gbt_float8_union,EXECUTE
PUBLIC,public,gbt_inet_compress,EXECUTE
anon,public,gbt_inet_compress,EXECUTE
authenticated,public,gbt_inet_compress,EXECUTE
postgres,public,gbt_inet_compress,EXECUTE
service_role,public,gbt_inet_compress,EXECUTE
PUBLIC,public,gbt_inet_consistent,EXECUTE
anon,public,gbt_inet_consistent,EXECUTE
authenticated,public,gbt_inet_consistent,EXECUTE
postgres,public,gbt_inet_consistent,EXECUTE
service_role,public,gbt_inet_consistent,EXECUTE
PUBLIC,public,gbt_inet_penalty,EXECUTE
anon,public,gbt_inet_penalty,EXECUTE
authenticated,public,gbt_inet_penalty,EXECUTE
postgres,public,gbt_inet_penalty,EXECUTE
service_role,public,gbt_inet_penalty,EXECUTE
PUBLIC,public,gbt_inet_picksplit,EXECUTE
anon,public,gbt_inet_picksplit,EXECUTE
authenticated,public,gbt_inet_picksplit,EXECUTE
postgres,public,gbt_inet_picksplit,EXECUTE
service_role,public,gbt_inet_picksplit,EXECUTE
PUBLIC,public,gbt_inet_same,EXECUTE
anon,public,gbt_inet_same,EXECUTE
authenticated,public,gbt_inet_same,EXECUTE
postgres,public,gbt_inet_same,EXECUTE
service_role,public,gbt_inet_same,EXECUTE
PUBLIC,public,gbt_inet_union,EXECUTE
anon,public,gbt_inet_union,EXECUTE
authenticated,public,gbt_inet_union,EXECUTE
postgres,public,gbt_inet_union,EXECUTE
service_role,public,gbt_inet_union,EXECUTE
PUBLIC,public,gbt_int2_compress,EXECUTE
anon,public,gbt_int2_compress,EXECUTE
authenticated,public,gbt_int2_compress,EXECUTE
postgres,public,gbt_int2_compress,EXECUTE
service_role,public,gbt_int2_compress,EXECUTE
PUBLIC,public,gbt_int2_consistent,EXECUTE
anon,public,gbt_int2_consistent,EXECUTE
authenticated,public,gbt_int2_consistent,EXECUTE
postgres,public,gbt_int2_consistent,EXECUTE
service_role,public,gbt_int2_consistent,EXECUTE
PUBLIC,public,gbt_int2_distance,EXECUTE
anon,public,gbt_int2_distance,EXECUTE
authenticated,public,gbt_int2_distance,EXECUTE
postgres,public,gbt_int2_distance,EXECUTE
service_role,public,gbt_int2_distance,EXECUTE
PUBLIC,public,gbt_int2_fetch,EXECUTE
anon,public,gbt_int2_fetch,EXECUTE
authenticated,public,gbt_int2_fetch,EXECUTE
postgres,public,gbt_int2_fetch,EXECUTE
service_role,public,gbt_int2_fetch,EXECUTE
PUBLIC,public,gbt_int2_penalty,EXECUTE
anon,public,gbt_int2_penalty,EXECUTE
authenticated,public,gbt_int2_penalty,EXECUTE
postgres,public,gbt_int2_penalty,EXECUTE
service_role,public,gbt_int2_penalty,EXECUTE
PUBLIC,public,gbt_int2_picksplit,EXECUTE
anon,public,gbt_int2_picksplit,EXECUTE
authenticated,public,gbt_int2_picksplit,EXECUTE
postgres,public,gbt_int2_picksplit,EXECUTE
service_role,public,gbt_int2_picksplit,EXECUTE
PUBLIC,public,gbt_int2_same,EXECUTE
anon,public,gbt_int2_same,EXECUTE
authenticated,public,gbt_int2_same,EXECUTE
postgres,public,gbt_int2_same,EXECUTE
service_role,public,gbt_int2_same,EXECUTE
PUBLIC,public,gbt_int2_union,EXECUTE
anon,public,gbt_int2_union,EXECUTE
authenticated,public,gbt_int2_union,EXECUTE
postgres,public,gbt_int2_union,EXECUTE
service_role,public,gbt_int2_union,EXECUTE
PUBLIC,public,gbt_int4_compress,EXECUTE
anon,public,gbt_int4_compress,EXECUTE
authenticated,public,gbt_int4_compress,EXECUTE
postgres,public,gbt_int4_compress,EXECUTE
service_role,public,gbt_int4_compress,EXECUTE
PUBLIC,public,gbt_int4_consistent,EXECUTE
anon,public,gbt_int4_consistent,EXECUTE
authenticated,public,gbt_int4_consistent,EXECUTE
postgres,public,gbt_int4_consistent,EXECUTE
service_role,public,gbt_int4_consistent,EXECUTE
PUBLIC,public,gbt_int4_distance,EXECUTE
anon,public,gbt_int4_distance,EXECUTE
authenticated,public,gbt_int4_distance,EXECUTE
postgres,public,gbt_int4_distance,EXECUTE
service_role,public,gbt_int4_distance,EXECUTE
PUBLIC,public,gbt_int4_fetch,EXECUTE
anon,public,gbt_int4_fetch,EXECUTE
authenticated,public,gbt_int4_fetch,EXECUTE
postgres,public,gbt_int4_fetch,EXECUTE
service_role,public,gbt_int4_fetch,EXECUTE
PUBLIC,public,gbt_int4_penalty,EXECUTE
anon,public,gbt_int4_penalty,EXECUTE
authenticated,public,gbt_int4_penalty,EXECUTE
postgres,public,gbt_int4_penalty,EXECUTE
service_role,public,gbt_int4_penalty,EXECUTE
PUBLIC,public,gbt_int4_picksplit,EXECUTE
anon,public,gbt_int4_picksplit,EXECUTE
authenticated,public,gbt_int4_picksplit,EXECUTE
postgres,public,gbt_int4_picksplit,EXECUTE
service_role,public,gbt_int4_picksplit,EXECUTE
PUBLIC,public,gbt_int4_same,EXECUTE
anon,public,gbt_int4_same,EXECUTE
authenticated,public,gbt_int4_same,EXECUTE
postgres,public,gbt_int4_same,EXECUTE
service_role,public,gbt_int4_same,EXECUTE
PUBLIC,public,gbt_int4_union,EXECUTE
anon,public,gbt_int4_union,EXECUTE
authenticated,public,gbt_int4_union,EXECUTE
postgres,public,gbt_int4_union,EXECUTE
service_role,public,gbt_int4_union,EXECUTE
PUBLIC,public,gbt_int8_compress,EXECUTE
anon,public,gbt_int8_compress,EXECUTE
authenticated,public,gbt_int8_compress,EXECUTE
postgres,public,gbt_int8_compress,EXECUTE
service_role,public,gbt_int8_compress,EXECUTE
PUBLIC,public,gbt_int8_consistent,EXECUTE
anon,public,gbt_int8_consistent,EXECUTE
authenticated,public,gbt_int8_consistent,EXECUTE
postgres,public,gbt_int8_consistent,EXECUTE
service_role,public,gbt_int8_consistent,EXECUTE
PUBLIC,public,gbt_int8_distance,EXECUTE
anon,public,gbt_int8_distance,EXECUTE
authenticated,public,gbt_int8_distance,EXECUTE
postgres,public,gbt_int8_distance,EXECUTE
service_role,public,gbt_int8_distance,EXECUTE
PUBLIC,public,gbt_int8_fetch,EXECUTE
anon,public,gbt_int8_fetch,EXECUTE
authenticated,public,gbt_int8_fetch,EXECUTE
postgres,public,gbt_int8_fetch,EXECUTE
service_role,public,gbt_int8_fetch,EXECUTE
PUBLIC,public,gbt_int8_penalty,EXECUTE
anon,public,gbt_int8_penalty,EXECUTE
authenticated,public,gbt_int8_penalty,EXECUTE
postgres,public,gbt_int8_penalty,EXECUTE
service_role,public,gbt_int8_penalty,EXECUTE
PUBLIC,public,gbt_int8_picksplit,EXECUTE
anon,public,gbt_int8_picksplit,EXECUTE
authenticated,public,gbt_int8_picksplit,EXECUTE
postgres,public,gbt_int8_picksplit,EXECUTE
service_role,public,gbt_int8_picksplit,EXECUTE
PUBLIC,public,gbt_int8_same,EXECUTE
anon,public,gbt_int8_same,EXECUTE
authenticated,public,gbt_int8_same,EXECUTE
postgres,public,gbt_int8_same,EXECUTE
service_role,public,gbt_int8_same,EXECUTE
PUBLIC,public,gbt_int8_union,EXECUTE
anon,public,gbt_int8_union,EXECUTE
authenticated,public,gbt_int8_union,EXECUTE
postgres,public,gbt_int8_union,EXECUTE
service_role,public,gbt_int8_union,EXECUTE
PUBLIC,public,gbt_intv_compress,EXECUTE
anon,public,gbt_intv_compress,EXECUTE
authenticated,public,gbt_intv_compress,EXECUTE
postgres,public,gbt_intv_compress,EXECUTE
service_role,public,gbt_intv_compress,EXECUTE
PUBLIC,public,gbt_intv_consistent,EXECUTE
anon,public,gbt_intv_consistent,EXECUTE
authenticated,public,gbt_intv_consistent,EXECUTE
postgres,public,gbt_intv_consistent,EXECUTE
service_role,public,gbt_intv_consistent,EXECUTE
PUBLIC,public,gbt_intv_decompress,EXECUTE
anon,public,gbt_intv_decompress,EXECUTE
authenticated,public,gbt_intv_decompress,EXECUTE
postgres,public,gbt_intv_decompress,EXECUTE
service_role,public,gbt_intv_decompress,EXECUTE
PUBLIC,public,gbt_intv_distance,EXECUTE
anon,public,gbt_intv_distance,EXECUTE
authenticated,public,gbt_intv_distance,EXECUTE
postgres,public,gbt_intv_distance,EXECUTE
service_role,public,gbt_intv_distance,EXECUTE
PUBLIC,public,gbt_intv_fetch,EXECUTE
anon,public,gbt_intv_fetch,EXECUTE
authenticated,public,gbt_intv_fetch,EXECUTE
postgres,public,gbt_intv_fetch,EXECUTE
service_role,public,gbt_intv_fetch,EXECUTE
PUBLIC,public,gbt_intv_penalty,EXECUTE
anon,public,gbt_intv_penalty,EXECUTE
authenticated,public,gbt_intv_penalty,EXECUTE
postgres,public,gbt_intv_penalty,EXECUTE
service_role,public,gbt_intv_penalty,EXECUTE
PUBLIC,public,gbt_intv_picksplit,EXECUTE
anon,public,gbt_intv_picksplit,EXECUTE
authenticated,public,gbt_intv_picksplit,EXECUTE
postgres,public,gbt_intv_picksplit,EXECUTE
service_role,public,gbt_intv_picksplit,EXECUTE
PUBLIC,public,gbt_intv_same,EXECUTE
anon,public,gbt_intv_same,EXECUTE
authenticated,public,gbt_intv_same,EXECUTE
postgres,public,gbt_intv_same,EXECUTE
service_role,public,gbt_intv_same,EXECUTE
PUBLIC,public,gbt_intv_union,EXECUTE
anon,public,gbt_intv_union,EXECUTE
authenticated,public,gbt_intv_union,EXECUTE
postgres,public,gbt_intv_union,EXECUTE
service_role,public,gbt_intv_union,EXECUTE
PUBLIC,public,gbt_macad8_compress,EXECUTE
anon,public,gbt_macad8_compress,EXECUTE
authenticated,public,gbt_macad8_compress,EXECUTE
postgres,public,gbt_macad8_compress,EXECUTE
service_role,public,gbt_macad8_compress,EXECUTE
PUBLIC,public,gbt_macad8_consistent,EXECUTE
anon,public,gbt_macad8_consistent,EXECUTE
authenticated,public,gbt_macad8_consistent,EXECUTE
postgres,public,gbt_macad8_consistent,EXECUTE
service_role,public,gbt_macad8_consistent,EXECUTE
PUBLIC,public,gbt_macad8_fetch,EXECUTE
anon,public,gbt_macad8_fetch,EXECUTE
authenticated,public,gbt_macad8_fetch,EXECUTE
postgres,public,gbt_macad8_fetch,EXECUTE
service_role,public,gbt_macad8_fetch,EXECUTE
PUBLIC,public,gbt_macad8_penalty,EXECUTE
anon,public,gbt_macad8_penalty,EXECUTE
authenticated,public,gbt_macad8_penalty,EXECUTE
postgres,public,gbt_macad8_penalty,EXECUTE
service_role,public,gbt_macad8_penalty,EXECUTE
PUBLIC,public,gbt_macad8_picksplit,EXECUTE
anon,public,gbt_macad8_picksplit,EXECUTE
authenticated,public,gbt_macad8_picksplit,EXECUTE
postgres,public,gbt_macad8_picksplit,EXECUTE
service_role,public,gbt_macad8_picksplit,EXECUTE
PUBLIC,public,gbt_macad8_same,EXECUTE
anon,public,gbt_macad8_same,EXECUTE
authenticated,public,gbt_macad8_same,EXECUTE
postgres,public,gbt_macad8_same,EXECUTE
service_role,public,gbt_macad8_same,EXECUTE
PUBLIC,public,gbt_macad8_union,EXECUTE
anon,public,gbt_macad8_union,EXECUTE
authenticated,public,gbt_macad8_union,EXECUTE
postgres,public,gbt_macad8_union,EXECUTE
service_role,public,gbt_macad8_union,EXECUTE
PUBLIC,public,gbt_macad_compress,EXECUTE
anon,public,gbt_macad_compress,EXECUTE
authenticated,public,gbt_macad_compress,EXECUTE
postgres,public,gbt_macad_compress,EXECUTE
service_role,public,gbt_macad_compress,EXECUTE
PUBLIC,public,gbt_macad_consistent,EXECUTE
anon,public,gbt_macad_consistent,EXECUTE
authenticated,public,gbt_macad_consistent,EXECUTE
postgres,public,gbt_macad_consistent,EXECUTE
service_role,public,gbt_macad_consistent,EXECUTE
PUBLIC,public,gbt_macad_fetch,EXECUTE
anon,public,gbt_macad_fetch,EXECUTE
authenticated,public,gbt_macad_fetch,EXECUTE
postgres,public,gbt_macad_fetch,EXECUTE
service_role,public,gbt_macad_fetch,EXECUTE
PUBLIC,public,gbt_macad_penalty,EXECUTE
anon,public,gbt_macad_penalty,EXECUTE
authenticated,public,gbt_macad_penalty,EXECUTE
postgres,public,gbt_macad_penalty,EXECUTE
service_role,public,gbt_macad_penalty,EXECUTE
PUBLIC,public,gbt_macad_picksplit,EXECUTE
anon,public,gbt_macad_picksplit,EXECUTE
authenticated,public,gbt_macad_picksplit,EXECUTE
postgres,public,gbt_macad_picksplit,EXECUTE
service_role,public,gbt_macad_picksplit,EXECUTE
PUBLIC,public,gbt_macad_same,EXECUTE
anon,public,gbt_macad_same,EXECUTE
authenticated,public,gbt_macad_same,EXECUTE
postgres,public,gbt_macad_same,EXECUTE
service_role,public,gbt_macad_same,EXECUTE
PUBLIC,public,gbt_macad_union,EXECUTE
anon,public,gbt_macad_union,EXECUTE
authenticated,public,gbt_macad_union,EXECUTE
postgres,public,gbt_macad_union,EXECUTE
service_role,public,gbt_macad_union,EXECUTE
PUBLIC,public,gbt_numeric_compress,EXECUTE
anon,public,gbt_numeric_compress,EXECUTE
authenticated,public,gbt_numeric_compress,EXECUTE
postgres,public,gbt_numeric_compress,EXECUTE
service_role,public,gbt_numeric_compress,EXECUTE
PUBLIC,public,gbt_numeric_consistent,EXECUTE
anon,public,gbt_numeric_consistent,EXECUTE
authenticated,public,gbt_numeric_consistent,EXECUTE
postgres,public,gbt_numeric_consistent,EXECUTE
service_role,public,gbt_numeric_consistent,EXECUTE
PUBLIC,public,gbt_numeric_penalty,EXECUTE
anon,public,gbt_numeric_penalty,EXECUTE
authenticated,public,gbt_numeric_penalty,EXECUTE
postgres,public,gbt_numeric_penalty,EXECUTE
service_role,public,gbt_numeric_penalty,EXECUTE
PUBLIC,public,gbt_numeric_picksplit,EXECUTE
anon,public,gbt_numeric_picksplit,EXECUTE
authenticated,public,gbt_numeric_picksplit,EXECUTE
postgres,public,gbt_numeric_picksplit,EXECUTE
service_role,public,gbt_numeric_picksplit,EXECUTE
PUBLIC,public,gbt_numeric_same,EXECUTE
anon,public,gbt_numeric_same,EXECUTE
authenticated,public,gbt_numeric_same,EXECUTE
postgres,public,gbt_numeric_same,EXECUTE
service_role,public,gbt_numeric_same,EXECUTE
PUBLIC,public,gbt_numeric_union,EXECUTE
anon,public,gbt_numeric_union,EXECUTE
authenticated,public,gbt_numeric_union,EXECUTE
postgres,public,gbt_numeric_union,EXECUTE
service_role,public,gbt_numeric_union,EXECUTE
PUBLIC,public,gbt_oid_compress,EXECUTE
anon,public,gbt_oid_compress,EXECUTE
authenticated,public,gbt_oid_compress,EXECUTE
postgres,public,gbt_oid_compress,EXECUTE
service_role,public,gbt_oid_compress,EXECUTE
PUBLIC,public,gbt_oid_consistent,EXECUTE
anon,public,gbt_oid_consistent,EXECUTE
authenticated,public,gbt_oid_consistent,EXECUTE
postgres,public,gbt_oid_consistent,EXECUTE
service_role,public,gbt_oid_consistent,EXECUTE
PUBLIC,public,gbt_oid_distance,EXECUTE
anon,public,gbt_oid_distance,EXECUTE
authenticated,public,gbt_oid_distance,EXECUTE
postgres,public,gbt_oid_distance,EXECUTE
service_role,public,gbt_oid_distance,EXECUTE
PUBLIC,public,gbt_oid_fetch,EXECUTE
anon,public,gbt_oid_fetch,EXECUTE
authenticated,public,gbt_oid_fetch,EXECUTE
postgres,public,gbt_oid_fetch,EXECUTE
service_role,public,gbt_oid_fetch,EXECUTE
PUBLIC,public,gbt_oid_penalty,EXECUTE
anon,public,gbt_oid_penalty,EXECUTE
authenticated,public,gbt_oid_penalty,EXECUTE
postgres,public,gbt_oid_penalty,EXECUTE
service_role,public,gbt_oid_penalty,EXECUTE
PUBLIC,public,gbt_oid_picksplit,EXECUTE
anon,public,gbt_oid_picksplit,EXECUTE
authenticated,public,gbt_oid_picksplit,EXECUTE
postgres,public,gbt_oid_picksplit,EXECUTE
service_role,public,gbt_oid_picksplit,EXECUTE
PUBLIC,public,gbt_oid_same,EXECUTE
anon,public,gbt_oid_same,EXECUTE
authenticated,public,gbt_oid_same,EXECUTE
postgres,public,gbt_oid_same,EXECUTE
service_role,public,gbt_oid_same,EXECUTE
PUBLIC,public,gbt_oid_union,EXECUTE
anon,public,gbt_oid_union,EXECUTE
authenticated,public,gbt_oid_union,EXECUTE
postgres,public,gbt_oid_union,EXECUTE
service_role,public,gbt_oid_union,EXECUTE
PUBLIC,public,gbt_text_compress,EXECUTE
anon,public,gbt_text_compress,EXECUTE
authenticated,public,gbt_text_compress,EXECUTE
postgres,public,gbt_text_compress,EXECUTE
service_role,public,gbt_text_compress,EXECUTE
PUBLIC,public,gbt_text_consistent,EXECUTE
anon,public,gbt_text_consistent,EXECUTE
authenticated,public,gbt_text_consistent,EXECUTE
postgres,public,gbt_text_consistent,EXECUTE
service_role,public,gbt_text_consistent,EXECUTE
PUBLIC,public,gbt_text_penalty,EXECUTE
anon,public,gbt_text_penalty,EXECUTE
authenticated,public,gbt_text_penalty,EXECUTE
postgres,public,gbt_text_penalty,EXECUTE
service_role,public,gbt_text_penalty,EXECUTE
PUBLIC,public,gbt_text_picksplit,EXECUTE
anon,public,gbt_text_picksplit,EXECUTE
authenticated,public,gbt_text_picksplit,EXECUTE
postgres,public,gbt_text_picksplit,EXECUTE
service_role,public,gbt_text_picksplit,EXECUTE
PUBLIC,public,gbt_text_same,EXECUTE
anon,public,gbt_text_same,EXECUTE
authenticated,public,gbt_text_same,EXECUTE
postgres,public,gbt_text_same,EXECUTE
service_role,public,gbt_text_same,EXECUTE
PUBLIC,public,gbt_text_union,EXECUTE
anon,public,gbt_text_union,EXECUTE
authenticated,public,gbt_text_union,EXECUTE
postgres,public,gbt_text_union,EXECUTE
service_role,public,gbt_text_union,EXECUTE
PUBLIC,public,gbt_time_compress,EXECUTE
anon,public,gbt_time_compress,EXECUTE
authenticated,public,gbt_time_compress,EXECUTE
postgres,public,gbt_time_compress,EXECUTE
service_role,public,gbt_time_compress,EXECUTE
PUBLIC,public,gbt_time_consistent,EXECUTE
anon,public,gbt_time_consistent,EXECUTE
authenticated,public,gbt_time_consistent,EXECUTE
postgres,public,gbt_time_consistent,EXECUTE
service_role,public,gbt_time_consistent,EXECUTE
PUBLIC,public,gbt_time_distance,EXECUTE
anon,public,gbt_time_distance,EXECUTE
authenticated,public,gbt_time_distance,EXECUTE
postgres,public,gbt_time_distance,EXECUTE
service_role,public,gbt_time_distance,EXECUTE
PUBLIC,public,gbt_time_fetch,EXECUTE
anon,public,gbt_time_fetch,EXECUTE
authenticated,public,gbt_time_fetch,EXECUTE
postgres,public,gbt_time_fetch,EXECUTE
service_role,public,gbt_time_fetch,EXECUTE
PUBLIC,public,gbt_time_penalty,EXECUTE
anon,public,gbt_time_penalty,EXECUTE
authenticated,public,gbt_time_penalty,EXECUTE
postgres,public,gbt_time_penalty,EXECUTE
service_role,public,gbt_time_penalty,EXECUTE
PUBLIC,public,gbt_time_picksplit,EXECUTE
anon,public,gbt_time_picksplit,EXECUTE
authenticated,public,gbt_time_picksplit,EXECUTE
postgres,public,gbt_time_picksplit,EXECUTE
service_role,public,gbt_time_picksplit,EXECUTE
PUBLIC,public,gbt_time_same,EXECUTE
anon,public,gbt_time_same,EXECUTE
authenticated,public,gbt_time_same,EXECUTE
postgres,public,gbt_time_same,EXECUTE
service_role,public,gbt_time_same,EXECUTE
PUBLIC,public,gbt_time_union,EXECUTE
anon,public,gbt_time_union,EXECUTE
authenticated,public,gbt_time_union,EXECUTE
postgres,public,gbt_time_union,EXECUTE
service_role,public,gbt_time_union,EXECUTE
PUBLIC,public,gbt_timetz_compress,EXECUTE
anon,public,gbt_timetz_compress,EXECUTE
authenticated,public,gbt_timetz_compress,EXECUTE
postgres,public,gbt_timetz_compress,EXECUTE
service_role,public,gbt_timetz_compress,EXECUTE
PUBLIC,public,gbt_timetz_consistent,EXECUTE
anon,public,gbt_timetz_consistent,EXECUTE
authenticated,public,gbt_timetz_consistent,EXECUTE
postgres,public,gbt_timetz_consistent,EXECUTE
service_role,public,gbt_timetz_consistent,EXECUTE
PUBLIC,public,gbt_ts_compress,EXECUTE
anon,public,gbt_ts_compress,EXECUTE
authenticated,public,gbt_ts_compress,EXECUTE
postgres,public,gbt_ts_compress,EXECUTE
service_role,public,gbt_ts_compress,EXECUTE
PUBLIC,public,gbt_ts_consistent,EXECUTE
anon,public,gbt_ts_consistent,EXECUTE
authenticated,public,gbt_ts_consistent,EXECUTE
postgres,public,gbt_ts_consistent,EXECUTE
service_role,public,gbt_ts_consistent,EXECUTE
PUBLIC,public,gbt_ts_distance,EXECUTE
anon,public,gbt_ts_distance,EXECUTE
authenticated,public,gbt_ts_distance,EXECUTE
postgres,public,gbt_ts_distance,EXECUTE
service_role,public,gbt_ts_distance,EXECUTE
PUBLIC,public,gbt_ts_fetch,EXECUTE
anon,public,gbt_ts_fetch,EXECUTE
authenticated,public,gbt_ts_fetch,EXECUTE
postgres,public,gbt_ts_fetch,EXECUTE
service_role,public,gbt_ts_fetch,EXECUTE
PUBLIC,public,gbt_ts_penalty,EXECUTE
anon,public,gbt_ts_penalty,EXECUTE
authenticated,public,gbt_ts_penalty,EXECUTE
postgres,public,gbt_ts_penalty,EXECUTE
service_role,public,gbt_ts_penalty,EXECUTE
PUBLIC,public,gbt_ts_picksplit,EXECUTE
anon,public,gbt_ts_picksplit,EXECUTE
authenticated,public,gbt_ts_picksplit,EXECUTE
postgres,public,gbt_ts_picksplit,EXECUTE
service_role,public,gbt_ts_picksplit,EXECUTE
PUBLIC,public,gbt_ts_same,EXECUTE
anon,public,gbt_ts_same,EXECUTE
authenticated,public,gbt_ts_same,EXECUTE
postgres,public,gbt_ts_same,EXECUTE
service_role,public,gbt_ts_same,EXECUTE
PUBLIC,public,gbt_ts_union,EXECUTE
anon,public,gbt_ts_union,EXECUTE
authenticated,public,gbt_ts_union,EXECUTE
postgres,public,gbt_ts_union,EXECUTE
service_role,public,gbt_ts_union,EXECUTE
PUBLIC,public,gbt_tstz_compress,EXECUTE
anon,public,gbt_tstz_compress,EXECUTE
authenticated,public,gbt_tstz_compress,EXECUTE
postgres,public,gbt_tstz_compress,EXECUTE
service_role,public,gbt_tstz_compress,EXECUTE
PUBLIC,public,gbt_tstz_consistent,EXECUTE
anon,public,gbt_tstz_consistent,EXECUTE
authenticated,public,gbt_tstz_consistent,EXECUTE
postgres,public,gbt_tstz_consistent,EXECUTE
service_role,public,gbt_tstz_consistent,EXECUTE
PUBLIC,public,gbt_tstz_distance,EXECUTE
anon,public,gbt_tstz_distance,EXECUTE
authenticated,public,gbt_tstz_distance,EXECUTE
postgres,public,gbt_tstz_distance,EXECUTE
service_role,public,gbt_tstz_distance,EXECUTE
PUBLIC,public,gbt_uuid_compress,EXECUTE
anon,public,gbt_uuid_compress,EXECUTE
authenticated,public,gbt_uuid_compress,EXECUTE
postgres,public,gbt_uuid_compress,EXECUTE
service_role,public,gbt_uuid_compress,EXECUTE
PUBLIC,public,gbt_uuid_consistent,EXECUTE
anon,public,gbt_uuid_consistent,EXECUTE
authenticated,public,gbt_uuid_consistent,EXECUTE
postgres,public,gbt_uuid_consistent,EXECUTE
service_role,public,gbt_uuid_consistent,EXECUTE
PUBLIC,public,gbt_uuid_fetch,EXECUTE
anon,public,gbt_uuid_fetch,EXECUTE
authenticated,public,gbt_uuid_fetch,EXECUTE
postgres,public,gbt_uuid_fetch,EXECUTE
service_role,public,gbt_uuid_fetch,EXECUTE
PUBLIC,public,gbt_uuid_penalty,EXECUTE
anon,public,gbt_uuid_penalty,EXECUTE
authenticated,public,gbt_uuid_penalty,EXECUTE
postgres,public,gbt_uuid_penalty,EXECUTE
service_role,public,gbt_uuid_penalty,EXECUTE
PUBLIC,public,gbt_uuid_picksplit,EXECUTE
anon,public,gbt_uuid_picksplit,EXECUTE
authenticated,public,gbt_uuid_picksplit,EXECUTE
postgres,public,gbt_uuid_picksplit,EXECUTE
service_role,public,gbt_uuid_picksplit,EXECUTE
PUBLIC,public,gbt_uuid_same,EXECUTE
anon,public,gbt_uuid_same,EXECUTE
authenticated,public,gbt_uuid_same,EXECUTE
postgres,public,gbt_uuid_same,EXECUTE
service_role,public,gbt_uuid_same,EXECUTE
PUBLIC,public,gbt_uuid_union,EXECUTE
anon,public,gbt_uuid_union,EXECUTE
authenticated,public,gbt_uuid_union,EXECUTE
postgres,public,gbt_uuid_union,EXECUTE
service_role,public,gbt_uuid_union,EXECUTE
PUBLIC,public,gbt_var_decompress,EXECUTE
anon,public,gbt_var_decompress,EXECUTE
authenticated,public,gbt_var_decompress,EXECUTE
postgres,public,gbt_var_decompress,EXECUTE
service_role,public,gbt_var_decompress,EXECUTE
PUBLIC,public,gbt_var_fetch,EXECUTE
anon,public,gbt_var_fetch,EXECUTE
authenticated,public,gbt_var_fetch,EXECUTE
postgres,public,gbt_var_fetch,EXECUTE
service_role,public,gbt_var_fetch,EXECUTE
PUBLIC,public,gbtreekey16_in,EXECUTE
anon,public,gbtreekey16_in,EXECUTE
authenticated,public,gbtreekey16_in,EXECUTE
postgres,public,gbtreekey16_in,EXECUTE
service_role,public,gbtreekey16_in,EXECUTE
PUBLIC,public,gbtreekey16_out,EXECUTE
anon,public,gbtreekey16_out,EXECUTE
authenticated,public,gbtreekey16_out,EXECUTE
postgres,public,gbtreekey16_out,EXECUTE
service_role,public,gbtreekey16_out,EXECUTE
PUBLIC,public,gbtreekey2_in,EXECUTE
anon,public,gbtreekey2_in,EXECUTE
authenticated,public,gbtreekey2_in,EXECUTE
postgres,public,gbtreekey2_in,EXECUTE
service_role,public,gbtreekey2_in,EXECUTE
PUBLIC,public,gbtreekey2_out,EXECUTE
anon,public,gbtreekey2_out,EXECUTE
authenticated,public,gbtreekey2_out,EXECUTE
postgres,public,gbtreekey2_out,EXECUTE
service_role,public,gbtreekey2_out,EXECUTE
PUBLIC,public,gbtreekey32_in,EXECUTE
anon,public,gbtreekey32_in,EXECUTE
authenticated,public,gbtreekey32_in,EXECUTE
postgres,public,gbtreekey32_in,EXECUTE
service_role,public,gbtreekey32_in,EXECUTE
PUBLIC,public,gbtreekey32_out,EXECUTE
anon,public,gbtreekey32_out,EXECUTE
authenticated,public,gbtreekey32_out,EXECUTE
